q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast	rep	testSize	gwasSize
0.0797527798552841	0.936433880849812	0.573614795986712	0.566228497091151	Educational_Attainment_6138	TRUE	40	sharp	tp4	50000	80000
1.79663332603045	0.0723938501095019	1.58837984696565	0.112200471788086	StandingHeight_50	TRUE	0	north	tp1	50000	80000
1.3263360505041	0.184728410732424	0.596952890706753	0.550538833422835	StandingHeight_50	TRUE	0	north	tp2	50000	80000
1.96501987181404	0.0494119376143564	1.55375117379806	0.120243781262016	StandingHeight_50	TRUE	0	north	tp3	50000	80000
2.73376353508751	0.00626149938832379	2.37553669835856	0.0175234497680105	StandingHeight_50	TRUE	0	north	tp4	50000	80000
4.29706450901133	1.73074839526293e-05	3.71968933180725	0.000199467976245974	Educational_Attainment_6138	TRUE	0	north	tp1	50000	80000
4.68731842726069	2.76808100884911e-06	4.05476208714188	5.01853544589905e-05	Educational_Attainment_6138	TRUE	0	north	tp2	50000	80000
4.85653196560254	1.19459504291856e-06	3.97506126237179	7.03611419441595e-05	Educational_Attainment_6138	TRUE	0	north	tp3	50000	80000
6.21836984156301	5.0234639541276e-10	5.26745654106242	1.38326893897255e-07	Educational_Attainment_6138	TRUE	0	north	tp4	50000	80000
-0.587789921807033	0.556673309509001	-0.146680910719923	0.8833838866534	StandingHeight_50	TRUE	10	north	tp1	50000	80000
-1.47017965420096	0.141513103560705	-1.34073373707742	0.180006916839395	StandingHeight_50	TRUE	10	north	tp2	50000	80000
-1.50522619417585	0.132265932908817	-1.37521705362284	0.169064162796194	StandingHeight_50	TRUE	10	north	tp3	50000	80000
-1.23926772610756	0.215246366615678	-1.11248103155164	0.26593138137948	StandingHeight_50	TRUE	10	north	tp4	50000	80000
-0.710197947086996	0.477581393745885	-0.866828901700511	0.386035763903789	Educational_Attainment_6138	TRUE	10	north	tp1	50000	80000
-0.930959776467349	0.351874371367666	-0.622649798337289	0.53351467900109	Educational_Attainment_6138	TRUE	10	north	tp2	50000	80000
-1.41670103232309	0.15657035510804	-1.43706950976119	0.150698243785606	Educational_Attainment_6138	TRUE	10	north	tp3	50000	80000
-0.108024937150152	0.913975910971508	-0.613690734130417	0.539419712498149	Educational_Attainment_6138	TRUE	10	north	tp4	50000	80000
0.0865800434529584	0.931005329340239	1.08615114452504	0.277412127953507	StandingHeight_50	TRUE	40	north	tp1	50000	80000
-1.40100434703849	0.161212773190451	-1.02884019836231	0.303554773594081	StandingHeight_50	TRUE	40	north	tp2	50000	80000
-1.45109948243934	0.146752160633322	-1.00765545180886	0.313619898205533	StandingHeight_50	TRUE	40	north	tp3	50000	80000
-0.806715345767552	0.419830500829894	-0.441000166610635	0.659212876375117	StandingHeight_50	TRUE	40	north	tp4	50000	80000
-0.315622502550984	0.752289055565618	-0.456810510827437	0.647807250260912	Educational_Attainment_6138	TRUE	40	north	tp1	50000	80000
-2.00516765458788	0.0449451267405565	-2.28910224459894	0.0220734124455407	Educational_Attainment_6138	TRUE	40	north	tp2	50000	80000
-0.809115890749101	0.41844848866446	-0.734687857865715	0.462529616789964	Educational_Attainment_6138	TRUE	40	north	tp3	50000	80000
-0.307656398201127	0.758343800616688	-0.66350532230192	0.507006971920928	Educational_Attainment_6138	TRUE	40	north	tp4	50000	80000
-3.43749358846743	0.000587124619244201	-2.67366630822168	0.00750270648728765	StandingHeight_50	TRUE	0	east	tp1	50000	80000
-2.96502245712192	0.00302660834792587	-2.48814087915778	0.0128412854101476	StandingHeight_50	TRUE	0	east	tp2	50000	80000
-2.90370742707694	0.00368772596445202	-2.02839573941643	0.0425198745976105	StandingHeight_50	TRUE	0	east	tp3	50000	80000
-5.02224136155799	5.10719462194722e-07	-4.41803236893136	9.96035067532685e-06	StandingHeight_50	TRUE	0	east	tp4	50000	80000
-5.51223657997807	3.54302230843604e-08	-4.45457238781763	8.40605645683266e-06	Educational_Attainment_6138	TRUE	0	east	tp1	50000	80000
-4.70463550935959	2.54319901084853e-06	-3.61618268006851	0.000298979419815094	Educational_Attainment_6138	TRUE	0	east	tp2	50000	80000
-4.71481104639052	2.41935157929712e-06	-3.7418723181678	0.00018265431680595	Educational_Attainment_6138	TRUE	0	east	tp3	50000	80000
-7.29693553782772	2.94395749559911e-13	-6.0774963381886	1.22073467688452e-09	Educational_Attainment_6138	TRUE	0	east	tp4	50000	80000
1.09907904218468	0.271733590486341	0.308079168424976	0.758022092012451	StandingHeight_50	TRUE	10	east	tp1	50000	80000
1.60142672706522	0.109282436973581	1.61787212496102	0.10569015871776	StandingHeight_50	TRUE	10	east	tp2	50000	80000
3.17467142330553	0.00150006256610773	3.2811488696245	0.00103385161097673	StandingHeight_50	TRUE	10	east	tp3	50000	80000
2.36106992026408	0.0182222945697727	2.11835319875767	0.0341451663367751	StandingHeight_50	TRUE	10	east	tp4	50000	80000
0.366247918011247	0.714180088977203	-0.0671212073532019	0.946485210939117	Educational_Attainment_6138	TRUE	10	east	tp1	50000	80000
0.0121732199518561	0.990287415625999	-0.114981723276312	0.908459608665163	Educational_Attainment_6138	TRUE	10	east	tp2	50000	80000
-0.538342778778882	0.590340422860398	-0.504092363788509	0.614196472780822	Educational_Attainment_6138	TRUE	10	east	tp3	50000	80000
-1.27498496743752	0.202314562795123	-0.827407136229968	0.40800633715126	Educational_Attainment_6138	TRUE	10	east	tp4	50000	80000
1.19870320396435	0.230643371788558	0.11341364920443	0.909702619029926	StandingHeight_50	TRUE	40	east	tp1	50000	80000
1.01993632275179	0.307758661546559	0.629183994677908	0.529228605926724	StandingHeight_50	TRUE	40	east	tp2	50000	80000
3.06677468030173	0.00216381897935282	2.94127463420561	0.00326864593676965	StandingHeight_50	TRUE	40	east	tp3	50000	80000
2.0910638472103	0.0365223409735809	1.67534581934364	0.0938664004097968	StandingHeight_50	TRUE	40	east	tp4	50000	80000
-0.249985141043477	0.802598839624968	-0.662446246961343	0.507685273273397	Educational_Attainment_6138	TRUE	40	east	tp1	50000	80000
0.407187138418833	0.683870547211688	0.673242385523997	0.500793099919595	Educational_Attainment_6138	TRUE	40	east	tp2	50000	80000
-0.540520623841195	0.588838041967863	-0.365613724333555	0.714653332613413	Educational_Attainment_6138	TRUE	40	east	tp3	50000	80000
-1.33590665379353	0.181579785859346	-0.477766727973533	0.632816244861942	Educational_Attainment_6138	TRUE	40	east	tp4	50000	80000
