PC	r2	rho	lc	up	test	gwas	contrast	chrtype_gwas	chrtype_test
1	0.0106762636511236	0.103326006654296	0.100292377330632	0.106357714872853	UK10K	WBS	sds	chr-even	test-even
2	0.0109319872365624	-0.0159913595542022	-0.0190558208776474	-0.0129265977772176	UK10K	WBS	sds	chr-even	test-even
3	0.0361592033302356	-0.158830777932148	-0.161817387857952	-0.155841258353539	UK10K	WBS	sds	chr-even	test-even
4	0.0383338900986103	0.0466335365906688	0.0435743701201639	0.0496918285690798	UK10K	WBS	sds	chr-even	test-even
5	0.0383544900390318	-0.00453871453715523	-0.00760400417973578	-0.00147333959891528	UK10K	WBS	sds	chr-even	test-even
6	0.044520826552999	-0.0785260245206382	-0.0815717845425357	-0.0754787978356987	UK10K	WBS	sds	chr-even	test-even
7	0.0445623376918402	0.00644291440921734	0.00337758568005894	0.00950812205978916	UK10K	WBS	sds	chr-even	test-even
8	0.052113379641591	-0.0868967324153723	-0.0899381707655174	-0.08385367332032	UK10K	WBS	sds	chr-even	test-even
9	0.0535975098579067	-0.0385244109376684	-0.0415848955079185	-0.0354632034411706	UK10K	WBS	sds	chr-even	test-even
10	0.0575615802869893	-0.0629608645666048	-0.0660135193976113	-0.0599070311836972	UK10K	WBS	sds	chr-even	test-even
11	0.0583168446976502	0.0274820749758186	0.0244187366571358	0.0305448972057411	UK10K	WBS	sds	chr-even	test-even
12	0.060015891478704	-0.041219496023874	-0.0442792965919435	-0.0381589221216719	UK10K	WBS	sds	chr-even	test-even
13	0.0604972515685983	-0.0219399208939256	-0.0250036347228865	-0.0188757949399594	UK10K	WBS	sds	chr-even	test-even
14	0.0607958361815151	-0.0172796013335652	-0.020343919177101	-0.0142149588462876	UK10K	WBS	sds	chr-even	test-even
15	0.060799805185043	0.00199223571953159	-0.00107316627103164	0.00505760026956312	UK10K	WBS	sds	chr-even	test-even
16	0.061678057541493	0.0296353228105675	0.0265723413111508	0.0326977478536544	UK10K	WBS	sds	chr-even	test-even
17	0.0619643430449755	-0.0169199734592932	-0.0199843323804749	-0.0138552966470346	UK10K	WBS	sds	chr-even	test-even
18	0.065646129774313	-0.0606777283373248	-0.0637312696794229	-0.0576230508590034	UK10K	WBS	sds	chr-even	test-even
19	0.0684637443953845	-0.0530812073812511	-0.0561374684159505	-0.0500239515863278	UK10K	WBS	sds	chr-even	test-even
20	0.06867493509633	0.0145324015953966	0.0114675170085231	0.0175970131281891	UK10K	WBS	sds	chr-even	test-even
21	0.0689255317067082	-0.0158302429094353	-0.0188947214617909	-0.0127654669291539	UK10K	WBS	sds	chr-even	test-even
22	0.0716256183842926	-0.0519623576017622	-0.0550189893292277	-0.0489047519669353	UK10K	WBS	sds	chr-even	test-even
23	0.0718701880759876	-0.0156387234700556	-0.0187032222954314	-0.0125739308133627	UK10K	WBS	sds	chr-even	test-even
24	0.0718701942912917	7.88360047188317e-05	-0.00298656015377107	0.00314423068162019	UK10K	WBS	sds	chr-even	test-even
25	0.0719447916357065	0.00863697498238741	0.00557172706125781	0.0117020605983775	UK10K	WBS	sds	chr-even	test-even
26	0.0719481601381169	0.00183534680758851	-0.00123005554952964	0.00490071467260268	UK10K	WBS	sds	chr-even	test-even
27	0.0727528857148947	-0.0283676850571552	-0.0314303473683397	-0.0253044900526146	UK10K	WBS	sds	chr-even	test-even
28	0.0737991498939462	-0.0323460072037567	-0.0354078918310808	-0.0292835153242737	UK10K	WBS	sds	chr-even	test-even
29	0.0739387971442251	-0.0118172436105461	-0.0148820999502971	-0.00875216521682344	UK10K	WBS	sds	chr-even	test-even
30	0.0745448700275946	0.0246185477279209	0.0215547789351511	0.0276818541373832	UK10K	WBS	sds	chr-even	test-even
31	0.0748315448484172	-0.016931474725307	-0.0199958323450552	-0.013866798998521	UK10K	WBS	sds	chr-even	test-even
32	0.0761155484485402	0.0358329975244866	0.0327712017521462	0.0388941207412792	UK10K	WBS	sds	chr-even	test-even
33	0.076119882446363	-0.00208182510197937	-0.00514718769134527	0.000983576611577256	UK10K	WBS	sds	chr-even	test-even
34	0.0765137579540539	0.0198462969505224	0.0167819224713653	0.0229102985992046	UK10K	WBS	sds	chr-even	test-even
35	0.0769602122467559	-0.0211294652214588	-0.0241932936545534	-0.0180652398733019	UK10K	WBS	sds	chr-even	test-even
36	0.0769625078495487	-0.00151512606320819	-0.00458050022600296	0.00155027657373739	UK10K	WBS	sds	chr-even	test-even
37	0.0776576986925021	-0.0263664717591098	-0.0294294885968116	-0.0233029597529102	UK10K	WBS	sds	chr-even	test-even
38	0.0801534024634064	-0.049957020581985	-0.0530142975140242	-0.0468988071358401	UK10K	WBS	sds	chr-even	test-even
39	0.0806738808907025	0.0228139957370809	0.0197499814939284	0.0258775814531578	UK10K	WBS	sds	chr-even	test-even
40	0.0828649501972733	-0.0468088596832423	-0.0498670998062844	-0.043749741794784	UK10K	WBS	sds	chr-even	test-even
1	0.00616707702431842	0.0785307393593007	0.0754835149007731	0.0815764970678182	UK10K	WBS	sds	chr-even	test-odd
2	0.0061933050903464	-0.00512133427921878	-0.00818660119521192	-0.00205597111898682	UK10K	WBS	sds	chr-even	test-odd
3	0.0293227833753968	-0.152083786889451	-0.155076885955519	-0.149087895774449	UK10K	WBS	sds	chr-even	test-odd
4	0.0320164077196178	0.0519001379311093	0.0488425130669187	0.054956790047791	UK10K	WBS	sds	chr-even	test-odd
5	0.0320322851089968	0.0039846453758238	0.000919261167404739	0.0070499547008024	UK10K	WBS	sds	chr-even	test-odd
6	0.0387729172715749	-0.0821013529700435	-0.0851453196191665	-0.0790558537660943	UK10K	WBS	sds	chr-even	test-odd
7	0.0393592612593139	-0.0242145402935811	-0.027277910968976	-0.0211507148139314	UK10K	WBS	sds	chr-even	test-odd
8	0.0395688819956465	-0.0144782859080907	-0.0175429027614894	-0.0114133970169812	UK10K	WBS	sds	chr-even	test-odd
9	0.0396562882802034	-0.00934913307149415	-0.0124141727330738	-0.00628391772422444	UK10K	WBS	sds	chr-even	test-odd
10	0.0402524976870965	0.0244173990073952	0.0213536018660416	0.027480737538872	UK10K	WBS	sds	chr-even	test-odd
11	0.0408614573155694	-0.0246771066553396	-0.0277404036667512	-0.0216133461621109	UK10K	WBS	sds	chr-even	test-odd
12	0.0408836788456745	-0.00471397238638333	-0.00777925541141615	-0.00164860077222957	UK10K	WBS	sds	chr-even	test-odd
13	0.0414800732666472	-0.0244211879044202	-0.0274845258331288	-0.0213573912947562	UK10K	WBS	sds	chr-even	test-odd
14	0.0423800513821113	-0.0299996350241869	-0.0330619900557204	-0.0269367167079574	UK10K	WBS	sds	chr-even	test-odd
15	0.0426454170438274	0.0162900477099153	0.0132253126849486	0.0193544766723943	UK10K	WBS	sds	chr-even	test-odd
16	0.0481516335913022	0.0742038853141614	0.0711546750223039	0.0772517087488063	UK10K	WBS	sds	chr-even	test-odd
17	0.048588611205856	-0.0209040095114535	-0.023967869109789	-0.0178397572294975	UK10K	WBS	sds	chr-even	test-odd
18	0.0504833181275725	-0.043528231300801	-0.0465874105215195	-0.040468235590974	UK10K	WBS	sds	chr-even	test-odd
19	0.0514468576100995	0.0310409325438264	0.0279781993092071	0.0341030829790254	UK10K	WBS	sds	chr-even	test-odd
20	0.0582425195309519	-0.0824358052272605	-0.0854796001108561	-0.079390471630999	UK10K	WBS	sds	chr-even	test-odd
21	0.064118144646541	-0.0766526252352593	-0.0796992936805443	-0.0736045246984034	UK10K	WBS	sds	chr-even	test-odd
22	0.068794678958425	-0.0683851898128863	-0.0714356103705915	-0.0653334900820525	UK10K	WBS	sds	chr-even	test-odd
23	0.0688221711766336	-0.0052433021140161	-0.00830856400892248	-0.00217794168287769	UK10K	WBS	sds	chr-even	test-odd
24	0.0702782340880947	-0.0381583925638063	-0.0412189665948478	-0.0350971024548732	UK10K	WBS	sds	chr-even	test-odd
25	0.0705929759870485	-0.017740966832292	-0.0208052308165329	-0.0146763695417056	UK10K	WBS	sds	chr-even	test-odd
26	0.0712603208058239	-0.025833019935679	-0.0288961271337332	-0.0227694275739582	UK10K	WBS	sds	chr-even	test-odd
27	0.0742755648377255	-0.0549112373134406	-0.057966875495794	-0.0518545702794125	UK10K	WBS	sds	chr-even	test-odd
28	0.0743470948926505	-0.00845754417514436	-0.0115226408791614	-0.00539228853734546	UK10K	WBS	sds	chr-even	test-odd
29	0.0743708999295159	0.0048790398575947	0.00181367154645739	0.00794431647766297	UK10K	WBS	sds	chr-even	test-odd
30	0.0743828390711897	0.00345530688113856	0.00038991557433106	0.00652063325210818	UK10K	WBS	sds	chr-even	test-odd
31	0.0749735062497115	-0.0243036451923822	-0.0273670017797501	-0.0212398321291409	UK10K	WBS	sds	chr-even	test-odd
32	0.0749737117710736	-0.00045334391759906	-0.0035187344644371	0.00261205514906473	UK10K	WBS	sds	chr-even	test-odd
33	0.0749996259481292	0.00509059685890203	0.00202523302529316	0.00815586502588443	UK10K	WBS	sds	chr-even	test-odd
34	0.0750398846230475	0.00634497316684703	0.00327964151864126	0.00941018557687946	UK10K	WBS	sds	chr-even	test-odd
35	0.0773438701429892	0.0479998487661198	0.044941065891177	0.0510577316439326	UK10K	WBS	sds	chr-even	test-odd
36	0.0773482154575215	0.00208454027629138	-0.000980861428101773	0.0051499028054674	UK10K	WBS	sds	chr-even	test-odd
37	0.0781699049207044	-0.0286651264725239	-0.0317277339949386	-0.0256019806804848	UK10K	WBS	sds	chr-even	test-odd
38	0.0781699062558783	-3.65411268293903e-05	-0.00310193621611944	0.00302885464918895	UK10K	WBS	sds	chr-even	test-odd
39	0.0807865250884527	0.0511528957819111	0.0480950418330482	0.054209790914556	UK10K	WBS	sds	chr-even	test-odd
40	0.0813435096888451	-0.0236005212496427	-0.0266639876820638	-0.0205366115326222	UK10K	WBS	sds	chr-even	test-odd
1	0.0160145521879875	0.12654861590704	0.123531140861895	0.129563750772799	UK10K	WBS	sds	chr-even	test-all
2	0.0162419553113794	-0.0150798911654826	-0.0181444478600755	-0.0120150511344413	UK10K	WBS	sds	chr-even	test-all
3	0.0623056372848429	-0.214624513634779	-0.21754678308399	-0.211698396479358	UK10K	WBS	sds	chr-even	test-all
4	0.0668832619729007	0.0676581453320317	0.06460614914407	0.0707088758207667	UK10K	WBS	sds	chr-even	test-all
5	0.066883895490056	-0.000795936278595195	-0.00386132229425879	0.00226946469532689	UK10K	WBS	sds	chr-even	test-all
6	0.0791025820432865	-0.110538167906556	-0.113565082587824	-0.107509201231098	UK10K	WBS	sds	chr-even	test-all
7	0.0792183544585808	-0.0107597583121701	-0.0138246977700993	-0.00769461666630287	UK10K	WBS	sds	chr-even	test-all
8	0.0846044904406203	-0.0733903002073388	-0.0764384992526382	-0.0703407293449665	UK10K	WBS	sds	chr-even	test-all
9	0.0857888097518901	-0.0344139410202695	-0.0374753830912459	-0.0313518529637847	UK10K	WBS	sds	chr-even	test-all
10	0.0867381022053736	-0.0308105906065534	-0.0338727868722627	-0.0277478158578881	UK10K	WBS	sds	chr-even	test-all
11	0.0867580571149396	0.0044670927692819	0.00140171652680787	0.00753238506202391	UK10K	WBS	sds	chr-even	test-all
12	0.0878758117050175	-0.0334328380196838	-0.0364944933230598	-0.0303705551053011	UK10K	WBS	sds	chr-even	test-all
13	0.0888891958091806	-0.03183369510312	-0.0348956853189629	-0.0287711072334086	UK10K	WBS	sds	chr-even	test-all
14	0.0899112213665028	-0.0319691344984869	-0.0350310969564281	-0.0289065718490953	UK10K	WBS	sds	chr-even	test-all
15	0.0900529847486075	0.0119064426703515	0.00884136992552625	0.0149712916855681	UK10K	WBS	sds	chr-even	test-all
16	0.0948701446129134	0.0694057627005326	0.0663544845856919	0.072455742735434	UK10K	WBS	sds	chr-even	test-all
17	0.0955397383971266	-0.025876510229803	-0.0289396101264249	-0.0228129243538273	UK10K	WBS	sds	chr-even	test-all
18	0.100818730463033	-0.0726566724577517	-0.0757052067224327	-0.0696067799427242	UK10K	WBS	sds	chr-even	test-all
19	0.101190358256436	-0.019277649684667	-0.0223417248680287	-0.0162132123453189	UK10K	WBS	sds	chr-even	test-all
20	0.102962067549579	-0.0420916776087186	-0.0451512472867449	-0.0390313182907186	UK10K	WBS	sds	chr-even	test-all
21	0.106657354510363	-0.0607888708836417	-0.063842369810148	-0.0577342337552901	UK10K	WBS	sds	chr-even	test-all
22	0.113406196465547	-0.0821513345989487	-0.0851952756224262	-0.0791058601003316	UK10K	WBS	sds	chr-even	test-all
23	0.113628142376915	-0.0148978486793361	-0.0179624238117526	-0.0118329936293441	UK10K	WBS	sds	chr-even	test-all
24	0.114222951927425	-0.0243887186679127	-0.0274520617592339	-0.0213249175047499	UK10K	WBS	sds	chr-even	test-all
25	0.114247887081942	-0.00499351165834479	-0.00805878373858137	-0.00192814573589372	UK10K	WBS	sds	chr-even	test-all
26	0.114478812805274	-0.0151962425826635	-0.0182607873864162	-0.0121314122573388	UK10K	WBS	sds	chr-even	test-all
27	0.117627175728941	-0.0561102741108505	-0.0591654930722452	-0.0530540039722414	UK10K	WBS	sds	chr-even	test-all
28	0.118484737281005	-0.0292841518714998	-0.0323466436307365	-0.0262211102384105	UK10K	WBS	sds	chr-even	test-all
29	0.1185160211749	-0.0055932010232163	-0.00865844800764377	-0.00252784892738154	UK10K	WBS	sds	chr-even	test-all
30	0.118931278670156	0.020377868280672	0.017313554356297	0.0234417993967169	UK10K	WBS	sds	chr-even	test-all
31	0.119718812655053	-0.0280630361390646	-0.0311257540045207	-0.0249997912919365	UK10K	WBS	sds	chr-even	test-all
32	0.120402531063569	0.026148011257345	0.0230844661327666	0.0292110653105273	UK10K	WBS	sds	chr-even	test-all
33	0.120405507946026	0.00172536476579768	-0.00134003775830914	0.00479073486470618	UK10K	WBS	sds	chr-even	test-all
34	0.120755501106466	0.018708104527432	0.0156436062161193	0.0217722513748063	UK10K	WBS	sds	chr-even	test-all
35	0.12098539240877	0.0151621664146778	0.0120973332382172	0.0182267147095274	UK10K	WBS	sds	chr-even	test-all
36	0.120985439760641	0.000217602851160717	-0.0028477944851759	0.00328299609802222	UK10K	WBS	sds	chr-even	test-all
37	0.122415691565475	-0.0378186700571729	-0.0408793263871896	-0.03475730400613	UK10K	WBS	sds	chr-even	test-all
38	0.123776040634554	-0.0368829119535215	-0.0399437913168625	-0.0338213403815309	UK10K	WBS	sds	chr-even	test-all
39	0.126236674518277	0.0496047758696884	0.0465464582060869	0.0526621635898098	UK10K	WBS	sds	chr-even	test-all
40	0.128702474832532	-0.0496568257953718	-0.0527141971926143	-0.0465985234836879	UK10K	WBS	sds	chr-even	test-all
1	0.0106762636511236	-0.103326006654296	-0.106357714872853	-0.100292377330632	UK10K	WBS	sds	chr-odd	test-even
2	0.0109319872365426	-0.015991359553706	-0.0190558208771513	-0.0129265977767213	UK10K	WBS	sds	chr-odd	test-even
3	0.0361592033436799	0.158830777968807	0.155841258390233	0.161817387894575	UK10K	WBS	sds	chr-odd	test-even
4	0.0383338914654179	0.0466335513265043	0.0435743848600747	0.0496918433005648	UK10K	WBS	sds	chr-odd	test-even
5	0.0383544916902087	-0.0045387467017003	-0.00760403634308363	-0.00147337176405314	UK10K	WBS	sds	chr-odd	test-even
6	0.0445159731951668	-0.0784951045436785	-0.0815408797333793	-0.0754478632612789	UK10K	WBS	sds	chr-odd	test-even
7	0.0445601177925372	-0.00664414070983268	-0.00970933839727499	-0.00357881816258369	UK10K	WBS	sds	chr-odd	test-even
8	0.0520808541502667	0.086722179253623	0.0836790288635178	0.0897637121050885	UK10K	WBS	sds	chr-odd	test-even
9	0.0535072697061356	-0.0377679169165932	-0.0408285854810094	-0.0347065395808828	UK10K	WBS	sds	chr-odd	test-even
10	0.0574601867329226	0.0628722273550346	0.0598183606055767	0.065924917198595	UK10K	WBS	sds	chr-odd	test-even
11	0.0581770983888845	-0.0267752070524121	-0.0298381534750459	-0.0237117577960658	UK10K	WBS	sds	chr-odd	test-even
12	0.0599217839069754	-0.0417694328707935	-0.0448290883987316	-0.0387089937269806	UK10K	WBS	sds	chr-odd	test-even
13	0.0605271063333247	0.0246033007285512	0.0215395297782785	0.0276666095815371	UK10K	WBS	sds	chr-odd	test-even
14	0.0609503941261418	0.0205739596417071	0.0175096684928608	0.023637864301655	UK10K	WBS	sds	chr-odd	test-even
15	0.0609516877763456	-0.00113738744626888	-0.00420276822988696	0.00192801471258318	UK10K	WBS	sds	chr-odd	test-even
16	0.0620079729400282	0.0325005402270121	0.0294380776178505	0.035562392688989	UK10K	WBS	sds	chr-odd	test-even
17	0.0624377792923892	-0.0207317708742603	-0.0237956540715911	-0.0176674982260326	UK10K	WBS	sds	chr-odd	test-even
18	0.0654936035840956	0.055279510578143	0.0522229645086179	0.0583350209379504	UK10K	WBS	sds	chr-odd	test-even
19	0.0694159980555073	0.0626290227462768	0.0595750646925253	0.0656818084107558	UK10K	WBS	sds	chr-odd	test-even
20	0.0698133691052017	-0.0199341687847304	-0.0229981588934498	-0.0168698041960945	UK10K	WBS	sds	chr-odd	test-even
21	0.0698151362744286	0.00132934765410332	-0.00173605485702619	0.00439472518244989	UK10K	WBS	sds	chr-odd	test-even
22	0.0729716033932215	-0.0561824436753569	-0.059237637122923	-0.053126197707099	UK10K	WBS	sds	chr-odd	test-even
23	0.073189464835765	0.0147601302434604	0.0116952639663683	0.0178247191894533	UK10K	WBS	sds	chr-odd	test-even
24	0.0733307763621461	0.0118874518368732	0.00882237788528776	0.0149523024155989	UK10K	WBS	sds	chr-odd	test-even
25	0.0733819042390566	0.00715037567446094	0.00408506977725094	0.0102155471993979	UK10K	WBS	sds	chr-odd	test-even
26	0.0734303556571953	-0.0069607046985807	-0.0100258862098616	-0.00389539237903765	UK10K	WBS	sds	chr-odd	test-even
27	0.073597764271848	-0.0129386479144233	-0.0160034086228211	-0.00987364408686146	UK10K	WBS	sds	chr-odd	test-even
28	0.0752278154023826	0.0403738917199858	0.0373131142267711	0.0434339116914108	UK10K	WBS	sds	chr-odd	test-even
29	0.075357014722388	-0.0113665886498494	-0.0144314812492113	-0.00830148246239422	UK10K	WBS	sds	chr-odd	test-even
30	0.0754685079777081	-0.0105590357417402	-0.0136239902023499	-0.00749388286414565	UK10K	WBS	sds	chr-odd	test-even
31	0.0767005904897598	-0.0351010323038589	-0.0381623215303643	-0.0320390842259335	UK10K	WBS	sds	chr-odd	test-even
32	0.0769957001245267	0.0171787561138225	0.0141141039212797	0.02024308555615	UK10K	WBS	sds	chr-odd	test-even
33	0.0778271483083718	-0.028834844674199	-0.0318974206915109	-0.0257717272056069	UK10K	WBS	sds	chr-odd	test-even
34	0.0782988522922278	0.0217187466805354	0.0186545932021886	0.0247824921845277	UK10K	WBS	sds	chr-odd	test-even
35	0.0832107331592094	0.0700848124015988	0.0670338183538038	0.0731344957941029	UK10K	WBS	sds	chr-odd	test-even
36	0.0847896957964483	-0.0397361617734458	-0.0427963443137853	-0.0366752336386786	UK10K	WBS	sds	chr-odd	test-even
37	0.0848127772554925	-0.00480431528020965	-0.00786959482044132	-0.00173894545313144	UK10K	WBS	sds	chr-odd	test-even
38	0.0865868369456025	0.0421195885067583	0.0390592361327592	0.0451791507190356	UK10K	WBS	sds	chr-odd	test-even
39	0.0899628705617582	0.0581036464820316	0.0550480556904179	0.0611581490009372	UK10K	WBS	sds	chr-odd	test-even
40	0.0902322169900201	-0.0164117771223149	-0.0194761927393311	-0.0133470531569486	UK10K	WBS	sds	chr-odd	test-even
1	0.00616707702431842	-0.0785307393593007	-0.0815764970678182	-0.0754835149007731	UK10K	WBS	sds	chr-odd	test-odd
2	0.00619330509033769	-0.00512133427846222	-0.0081866011944554	-0.00205597111823025	UK10K	WBS	sds	chr-odd	test-odd
3	0.0293227833888727	0.152083786929357	0.149087895814393	0.155076885995388	UK10K	WBS	sds	chr-odd	test-odd
4	0.0320164055670023	0.051900117243347	0.0488424923727667	0.0549567693668041	UK10K	WBS	sds	chr-odd	test-odd
5	0.0320322793073957	0.00398418653948371	0.000918802324167783	0.00704949587998179	UK10K	WBS	sds	chr-odd	test-odd
6	0.0387747984310048	-0.0821128432952912	-0.0851568040546643	-0.079067349769518	UK10K	WBS	sds	chr-odd	test-odd
7	0.0393615606744638	0.0242231751313475	0.0211593508527972	0.0272865444436515	UK10K	WBS	sds	chr-odd	test-odd
8	0.0395659003831202	0.0142947440423909	0.0112298406865174	0.017359378807769	UK10K	WBS	sds	chr-odd	test-odd
9	0.0396378090380578	-0.00847989688812925	-0.0115449922216099	-0.00541464220087587	UK10K	WBS	sds	chr-odd	test-odd
10	0.0402844955758124	-0.0254300326389256	-0.0284932069416916	-0.0223663807310265	UK10K	WBS	sds	chr-odd	test-odd
11	0.0408708715085945	0.024215199520731	0.0211513741327631	0.0272785700920767	UK10K	WBS	sds	chr-odd	test-odd
12	0.0408715886747493	-0.00084685665842671	-0.00391224193918739	0.00221854453755241	UK10K	WBS	sds	chr-odd	test-odd
13	0.0413536937669897	0.021956891559884	0.0188927677302508	0.0250206029460381	UK10K	WBS	sds	chr-odd	test-odd
14	0.0423709238215333	0.0318940450803722	0.0288314684346016	0.0349560229415536	UK10K	WBS	sds	chr-odd	test-odd
15	0.0427878009268125	-0.0204175686929433	-0.0234814944717484	-0.0173532593606376	UK10K	WBS	sds	chr-odd	test-odd
16	0.0480778536721865	0.0727327480315052	0.0696828887177024	0.0757812476879164	UK10K	WBS	sds	chr-odd	test-odd
17	0.0484831409419024	-0.0201317463630012	-0.0231957103515586	-0.0170674041858636	UK10K	WBS	sds	chr-odd	test-odd
18	0.0506207386402842	0.0462341615970574	0.043174885163566	0.0492925709954802	UK10K	WBS	sds	chr-odd	test-odd
19	0.0521474252984119	-0.0390728378815108	-0.0421331868706183	-0.0360117557059499	UK10K	WBS	sds	chr-odd	test-odd
